"Source","Target","r_value","p_value","abs_value","linktype"
"OTU_188","Sb",-0.887097614059889,0.00276293091418811,0.887097614059889,-1
"OTU_262","Sb",-0.774806217918181,0.0138111849974433,0.774806217918181,-1
"OTU_100","Sb",0.942756428002314,0.000402563901579131,0.942756428002314,1
"OTU_125","Sb",-0.903507902905251,0.00171737142475778,0.903507902905251,-1
"OTU_416","Sb",-0.835457836110457,0.00669558391298451,0.835457836110457,-1
"OTU_351","Sb",-0.805835969291055,0.0098869039262682,0.805835969291055,-1
"OTU_322","Sb",-0.921005281669423,0.00131051624815101,0.921005281669423,-1
"OTU_290","Sb",0.789221369686839,0.0120560927729274,0.789221369686839,1
"OTU_83","Sb",0.785658123650922,0.0126671959558513,0.785658123650922,1
"OTU_311","Sb",-0.810843716426003,0.00936645980542911,0.810843716426003,-1
"OTU_129","Sb",-0.822850735755479,0.00808684652249543,0.822850735755479,-1
"OTU_872","Sb",-0.784573806512927,0.0126671959558513,0.784573806512927,-1
"OTU_728","Sb",-0.703780405528441,0.0349695630134152,0.703780405528441,-1
"OTU_131","Sb",0.766860561448002,0.0156611733534467,0.766860561448002,1
"OTU_157","Sb",0.782499151417296,0.0126671959558513,0.782499151417296,1
"OTU_532","Sb",-0.845079340008434,0.0060020471772164,0.845079340008434,-1
"OTU_480","Sb",-0.692689392227359,0.0381734194140371,0.692689392227359,-1
"OTU_321","Sb",-0.910775191465215,0.00143258536956753,0.910775191465215,-1
"OTU_799","Sb",-0.843274042711568,0.00602708683235383,0.843274042711568,-1
"OTU_316","Sb",-0.89063996768333,0.00264339935030936,0.89063996768333,-1
"OTU_403","Sb",-0.860939719821417,0.00483301677878421,0.860939719821417,-1
"OTU_384","Sb",-0.765375280321942,0.0159152675564089,0.765375280321942,-1
"OTU_472","Sb",-0.749141409834681,0.0198974736450863,0.749141409834681,-1
"OTU_26","Ni",-0.75,0.0198273145258387,0.75,-1
"OTU_41","Ni",0.669201530057043,0.049310089793257,0.669201530057043,1
"OTU_64","Ni",-0.695886623326186,0.0372660015224523,0.695886623326186,-1
"OTU_151","Ni",0.720286257233056,0.0287279435421377,0.720286257233056,1
"OTU_914","Ni",0.675970801595634,0.0463011639496224,0.675970801595634,1
"OTU_354","Ni",-0.698297248755175,0.0366658050595976,0.698297248755175,-1
"OTU_359","Ni",-0.755382844189963,0.0182145929391856,0.755382844189963,-1
"OTU_99","Ni",-0.700625838301136,0.0360212751318551,0.700625838301136,-1
"OTU_247","Ni",-0.719954333339125,0.0287279435421377,0.719954333339125,-1
"OTU_155","Ni",-0.677390797745231,0.0455723977477942,0.677390797745231,-1
"OTU_236","Ni",-0.809392496352621,0.0094927924430831,0.809392496352621,-1
"OTU_87","Ni",-0.687386354243376,0.0403677182008229,0.687386354243376,-1
"OTU_351","Ni",-0.805835969291055,0.0098869039262682,0.805835969291055,-1
"OTU_79","Ni",0.670101694654728,0.049310089793257,0.670101694654728,1
"OTU_872","Ni",-0.788826239068553,0.0120798958772058,0.788826239068553,-1
"OTU_168","Ni",0.728571428571428,0.0264082198016755,0.728571428571428,1
"OTU_628","Ni",0.706097725491664,0.0338723198860567,0.706097725491664,1
"OTU_148","Ni",0.692857142857143,0.0381734194140371,0.692857142857143,1
"OTU_54","Th",0.681007958596021,0.0435418040139209,0.681007958596021,1
"OTU_59","Th",0.687386354243376,0.0403677182008229,0.687386354243376,1
"OTU_193","Th",0.810843716426003,0.00936645980542911,0.810843716426003,1
"OTU_107","Th",0.738355997214634,0.0230160748552753,0.738355997214634,1
"OTU_191","Th",0.721428571428571,0.0287042286725881,0.721428571428571,1
"OTU_241","Th",0.832295363867643,0.00674817825001886,0.832295363867643,1
"OTU_440","Th",0.759842446970217,0.0171973321702058,0.759842446970217,1
"OTU_133","Th",0.74552450204196,0.0209023029939841,0.74552450204196,1
"OTU_274","Th",0.846881214933825,0.0060020471772164,0.846881214933825,1
"OTU_71","Th",-0.73794229010771,0.0231353018157659,0.73794229010771,-1
"OTU_153","Th",0.713137013985085,0.0311057477288851,0.713137013985085,1
"OTU_144","Th",0.710714285714286,0.0320127373604879,0.710714285714286,1
"OTU_299","Th",0.734584743728997,0.0245460873067971,0.734584743728997,1
"OTU_694","Th",0.776608092843572,0.0134422497376546,0.776608092843572,1
"OTU_387","Th",0.778571428571428,0.0131297098259784,0.778571428571428,1
"OTU_244","Th",0.741940249628297,0.0219027848167803,0.741940249628297,1
"OTU_187","Th",0.762076353565438,0.016633029053007,0.762076353565438,1
"OTU_487","Th",0.811043158710438,0.00936645980542911,0.811043158710438,1
"OTU_555","Th",0.722806322324201,0.0281270782772343,0.722806322324201,1
"OTU_376","Th",0.673839453768695,0.0472273905247619,0.673839453768695,1
"OTU_262","Th",0.672099347170887,0.0482223902045173,0.672099347170887,1
"OTU_701","Th",0.681395543441044,0.0433749169667171,0.681395543441044,1
"OTU_52","Th",0.697051216677151,0.0370214593049628,0.697051216677151,1
"OTU_905","Th",0.756687868683148,0.0179115989344894,0.756687868683148,1
"OTU_504","Th",0.695263905865158,0.0374468090660506,0.695263905865158,1
"OTU_987","Th",0.717424057940326,0.0295755639580382,0.717424057940326,1
"OTU_615","Th",0.784529125321522,0.0126671959558513,0.784529125321522,1
"OTU_335","Th",0.710335212938321,0.0321410309250728,0.710335212938321,1
"OTU_706","Th",0.745976219111923,0.0208392450983048,0.745976219111923,1
"OTU_1052","Th",0.696454008489464,0.0372646471980322,0.696454008489464,1
"OTU_14","Tl",0.690118096424798,0.0393158604646954,0.690118096424798,1
"OTU_22","Tl",0.69372184627558,0.038151859965615,0.69372184627558,1
"OTU_26","Tl",-0.692857142857143,0.0381734194140371,0.692857142857143,-1
"OTU_119","Tl",0.748776780266767,0.0199041616559351,0.748776780266767,1
"OTU_13","Tl",0.720749970156447,0.0287279435421377,0.720749970156447,1
"OTU_296","Tl",0.813881193665634,0.00934822231679692,0.813881193665634,1
"OTU_41","Tl",0.691023319080642,0.0388734841459064,0.691023319080642,1
"OTU_151","Tl",0.752457851848924,0.0188719323305588,0.752457851848924,1
"OTU_914","Tl",0.699213350647633,0.0366172528885893,0.699213350647633,1
"OTU_24","Tl",0.701567424712809,0.0357885625533625,0.701567424712809,1
"OTU_112","Tl",0.717496003334175,0.0295755639580382,0.717496003334175,1
"OTU_115","Tl",0.668833060141066,0.0494042201510335,0.668833060141066,1
"OTU_150","Tl",0.693402713384633,0.0381734194140371,0.693402713384633,1
"OTU_354","Tl",-0.698297248755175,0.0366658050595976,0.698297248755175,-1
"OTU_162","Tl",0.670907665792198,0.048781159736849,0.670907665792198,1
"OTU_359","Tl",-0.718582141524299,0.0292426092484028,0.718582141524299,-1
"OTU_179","Tl",0.692689392227359,0.0381734194140371,0.692689392227359,1
"OTU_146","Tl",0.76309220488069,0.0164240729884076,0.76309220488069,1
"OTU_160","Tl",0.748883230224939,0.0199041616559351,0.748883230224939,1
"OTU_247","Tl",-0.72549244359558,0.0276779838253378,0.72549244359558,-1
"OTU_92","Tl",-0.732140295137965,0.0253924757472812,0.732140295137965,-1
"OTU_236","Tl",-0.78680479877999,0.0124988546521255,0.78680479877999,-1
"OTU_445","Tl",0.726464703375852,0.02727462534974,0.726464703375852,1
"OTU_87","Tl",-0.727392967453308,0.0268925853057742,0.727392967453308,-1
"OTU_114","Tl",0.676276494106021,0.0461667590080219,0.676276494106021,1
"OTU_312","Tl",0.741733986976968,0.0219027848167803,0.741733986976968,1
"OTU_351","Tl",-0.805835969291055,0.0098869039262682,0.805835969291055,-1
"OTU_79","Tl",0.696454008489464,0.0372646471980322,0.696454008489464,1
"OTU_348","Tl",0.731187492387307,0.0257208881047136,0.731187492387307,1
"OTU_232","Tl",0.698297248755175,0.0366658050595976,0.698297248755175,1
"OTU_898","Tl",0.840343514510587,0.00605479161113113,0.840343514510587,1
"OTU_741","Tl",0.809852078845507,0.0094927924430831,0.809852078845507,1
"OTU_566","Tl",0.729269782442969,0.0262847727721747,0.729269782442969,1
"OTU_872","Tl",-0.788826239068553,0.0120798958772058,0.788826239068553,-1
"OTU_214","Tl",0.781973780377116,0.0126671959558513,0.781973780377116,1
"OTU_168","Tl",0.814285714285714,0.00934822231679692,0.814285714285714,1
"OTU_537","Tl",0.756709618681174,0.0179115989344894,0.756709618681174,1
"OTU_761","Tl",0.730334002427684,0.0258464882946605,0.730334002427684,1
"OTU_628","Tl",0.759861511696613,0.0171973321702058,0.759861511696613,1
"OTU_792","Tl",0.764217101207358,0.0162259878276471,0.764217101207358,1
"OTU_148","Tl",0.789285714285714,0.0120560927729274,0.789285714285714,1
"OTU_223","Tl",0.702513473078001,0.0354443129615443,0.702513473078001,1
"OTU_14","U",0.700654272214352,0.0360212751318551,0.700654272214352,1
"OTU_119","U",0.749446227678328,0.0198974736450863,0.749446227678328,1
"OTU_296","U",0.705725487115736,0.0339915711315868,0.705725487115736,1
"OTU_32","U",0.680796486011147,0.0435737572596957,0.680796486011147,1
"OTU_41","U",0.684360698772208,0.041969402230313,0.684360698772208,1
"OTU_151","U",0.801431127012522,0.010488992855687,0.801431127012522,1
"OTU_24","U",0.741907473159671,0.0219027848167803,0.741907473159671,1
"OTU_115","U",0.669431033492641,0.049310089793257,0.669431033492641,1
"OTU_150","U",0.7114701502225,0.0315976778398048,0.7114701502225,1
"OTU_179","U",0.697076676480168,0.0370214593049628,0.697076676480168,1
"OTU_146","U",0.695883388748236,0.0372660015224523,0.695883388748236,1
"OTU_445","U",0.68582129723872,0.0411376764068484,0.68582129723872,1
"OTU_114","U",0.702084142805813,0.0356036403981337,0.702084142805813,1
"OTU_312","U",0.769230769230769,0.0151695301924861,0.769230769230769,1
"OTU_175","U",0.806348155495978,0.0098869039262682,0.806348155495978,1
"OTU_79","U",0.82142008363609,0.00817842401977277,0.82142008363609,1
"OTU_741","U",0.685561901769572,0.0412024529437956,0.685561901769572,1
"OTU_214","U",0.679301014250307,0.0444030168800214,0.679301014250307,1
"OTU_168","U",0.682752730181209,0.0427847126447462,0.682752730181209,1
"OTU_537","U",0.724261704744471,0.0279180964920256,0.724261704744471,1
"OTU_628","U",0.681616816972976,0.0432706564173654,0.681616816972976,1
"OTU_792","U",0.69330869444514,0.0381734194140371,0.69330869444514,1
"OTU_148","U",0.800715243772727,0.0105170748419948,0.800715243772727,1
"OTU_14","Mo",0.723197845966422,0.0280913837939113,0.723197845966422,1
"OTU_22","Mo",0.754758849219321,0.0183820383169047,0.754758849219321,1
"OTU_23","Mo",-0.726372144313847,0.02727462534974,0.726372144313847,-1
"OTU_35","Mo",-0.72156855970785,0.0287042286725881,0.72156855970785,-1
"OTU_119","Mo",0.807592917756819,0.00971656558079941,0.807592917756819,1
"OTU_13","Mo",0.688029870913192,0.0402139371506007,0.688029870913192,1
"OTU_32","Mo",0.80149170790786,0.010488992855687,0.80149170790786,1
"OTU_47","Mo",-0.673816176121246,0.0472273905247619,0.673816176121246,-1
"OTU_56","Mo",-0.741733986976968,0.0219027848167803,0.741733986976968,-1
"OTU_41","Mo",0.842710115775352,0.00602708683235383,0.842710115775352,1
"OTU_88","Mo",-0.710317738901048,0.0321410309250728,0.710317738901048,-1
"OTU_151","Mo",0.794275491949911,0.0112630082937204,0.794275491949911,1
"OTU_24","Mo",0.675117749298581,0.0465811434784461,0.675117749298581,1
"OTU_113","Mo",-0.718988437637214,0.0291206454405042,0.718988437637214,-1
"OTU_422","Mo",-0.75336595560171,0.0186750235832748,0.75336595560171,-1
"OTU_301","Mo",-0.675329675260704,0.0465518283567921,0.675329675260704,-1
"OTU_121","Mo",-0.694096601073345,0.0380769820448313,0.694096601073345,-1
"OTU_354","Mo",-0.793567193257135,0.0113765370276996,0.793567193257135,-1
"OTU_359","Mo",-0.766720556983648,0.0156611733534467,0.766720556983648,-1
"OTU_179","Mo",0.732872505812934,0.0252330885967333,0.732872505812934,1
"OTU_199","Mo",-0.766276696730609,0.0156611733534467,0.766276696730609,-1
"OTU_247","Mo",-0.728912604351156,0.0263375782736482,0.728912604351156,-1
"OTU_92","Mo",-0.739580006293961,0.0225857642656034,0.739580006293961,-1
"OTU_155","Mo",-0.698568872987478,0.0366658050595976,0.698568872987478,-1
"OTU_236","Mo",-0.764900353110671,0.0160025039138422,0.764900353110671,-1
"OTU_87","Mo",-0.698921564703531,0.0366172528885893,0.698921564703531,-1
"OTU_376","Mo",-0.669060717712947,0.049310089793257,0.669060717712947,-1
"OTU_188","Mo",-0.670994344239094,0.048781159736849,0.670994344239094,-1
"OTU_114","Mo",0.754290399578553,0.0183970707299742,0.754290399578553,1
"OTU_125","Mo",-0.749828424970559,0.0198519121169511,0.749828424970559,-1
"OTU_312","Mo",0.70304114490161,0.0353402981892736,0.70304114490161,1
"OTU_175","Mo",0.787508245320839,0.0123105712857396,0.787508245320839,1
"OTU_351","Mo",-0.784211199808867,0.0126671959558513,0.784211199808867,-1
"OTU_79","Mo",0.870403850091453,0.00420030276550194,0.870403850091453,1
"OTU_290","Mo",0.758985136670241,0.0173497085986934,0.758985136670241,1
"OTU_83","Mo",0.676844578688475,0.0458723975534886,0.676844578688475,1
"OTU_232","Mo",0.6952813482207,0.0374468090660506,0.6952813482207,1
"OTU_129","Mo",-0.709551368043556,0.0324616325314486,0.709551368043556,-1
"OTU_872","Mo",-0.773570613651352,0.0139884511050113,0.773570613651352,-1
"OTU_537","Mo",0.698299295056474,0.0366658050595976,0.698299295056474,1
"OTU_426","Mo",-0.692927762017578,0.0381734194140371,0.692927762017578,-1
"OTU_628","Mo",0.73184121401309,0.0254964105145154,0.73184121401309,1
"OTU_148","Mo",0.779267514028815,0.0131133706432332,0.779267514028815,1
"OTU_316","Mo",-0.673200818404497,0.047592502184225,0.673200818404497,-1
"OTU_403","Mo",-0.692282431024216,0.0382300756072264,0.692282431024216,-1
"OTU_472","Mo",-0.724516348147603,0.0279180964920256,0.724516348147603,-1
"OTU_914","Co",0.701435473899386,0.0357885625533625,0.701435473899386,1
"OTU_24","Co",0.692886494963701,0.0381734194140371,0.692886494963701,1
"OTU_359","Co",-0.673300441059715,0.0475793668437825,0.673300441059715,-1
"OTU_199","Co",-0.697403356078197,0.0370212106312174,0.697403356078197,-1
"OTU_236","Co",-0.724100515522273,0.0279180964920256,0.724100515522273,-1
"OTU_53","Co",0.686435557368338,0.0408750285949328,0.686435557368338,1
"OTU_351","Co",-0.743378129255982,0.0216478897031978,0.743378129255982,-1
"OTU_961","Co",0.679518693710223,0.0443655384393965,0.679518693710223,1
"OTU_872","Co",-0.713557803154022,0.0309666140920885,0.713557803154022,-1
"OTU_628","Co",0.669659966124799,0.049310089793257,0.669659966124799,1
"OTU_454","Co",0.678844233302131,0.0446935819726074,0.678844233302131,1
"OTU_20","Se",-0.706173332839827,0.0338723198860567,0.706173332839827,-1
"OTU_22","Se",0.757414147264355,0.0178094626251089,0.757414147264355,1
"OTU_23","Se",-0.717142857142857,0.029624548891135,0.717142857142857,-1
"OTU_43","Se",-0.7024170917077,0.0354443129615443,0.7024170917077,-1
"OTU_35","Se",-0.740679041270151,0.0221901794399032,0.740679041270151,-1
"OTU_26","Se",-0.781973780377116,0.0126671959558513,0.781973780377116,-1
"OTU_59","Se",-0.713685815104081,0.0309483016093434,0.713685815104081,-1
"OTU_119","Se",0.732380952380952,0.0253924757472812,0.732380952380952,1
"OTU_49","Se",-0.721198297368334,0.0287249196182853,0.721198297368334,-1
"OTU_47","Se",-0.70266983566906,0.0354443129615443,0.70266983566906,-1
"OTU_105","Se",-0.70266983566906,0.0354443129615443,0.70266983566906,-1
"OTU_56","Se",-0.697137002317335,0.0370214593049628,0.697137002317335,-1
"OTU_367","Se",-0.71373550237251,0.0309483016093434,0.71373550237251,-1
"OTU_41","Se",0.783176276048425,0.0126671959558513,0.783176276048425,1
"OTU_88","Se",-0.790700240061364,0.0119464659715997,0.790700240061364,-1
"OTU_64","Se",-0.721479984108257,0.0287042286725881,0.721479984108257,-1
"OTU_113","Se",-0.762857142857143,0.0164682932997275,0.762857142857143,-1
"OTU_422","Se",-0.77182529481372,0.0145863253334584,0.77182529481372,-1
"OTU_301","Se",-0.673975520730931,0.0472273905247619,0.673975520730931,-1
"OTU_121","Se",-0.695914354272733,0.0372660015224523,0.695914354272733,-1
"OTU_204","Se",-0.812207734429715,0.00936645980542911,0.812207734429715,-1
"OTU_354","Se",-0.816982446237566,0.00910575688241703,0.816982446237566,-1
"OTU_359","Se",-0.799159847955985,0.0106836853650831,0.799159847955985,-1
"OTU_302","Se",-0.669523809523809,0.049310089793257,0.669523809523809,-1
"OTU_198","Se",-0.717442056236207,0.0295755639580382,0.717442056236207,-1
"OTU_247","Se",-0.790276812851402,0.0120338297752837,0.790276812851402,-1
"OTU_92","Se",-0.699139841953985,0.0366172528885893,0.699139841953985,-1
"OTU_155","Se",-0.74667733767459,0.0206787371427774,0.74667733767459,-1
"OTU_236","Se",-0.810664462492528,0.00936645980542911,0.810664462492528,-1
"OTU_87","Se",-0.766273190953855,0.0156611733534467,0.766273190953855,-1
"OTU_376","Se",-0.690385695360953,0.0392040112898129,0.690385695360953,-1
"OTU_188","Se",-0.709523809523809,0.0324616325314486,0.709523809523809,-1
"OTU_262","Se",-0.720194778848416,0.0287279435421377,0.720194778848416,-1
"OTU_125","Se",-0.729014804399755,0.0263375782736482,0.729014804399755,-1
"OTU_351","Se",-0.774071222033989,0.0138551558081477,0.774071222033989,-1
"OTU_79","Se",0.707630370137363,0.0333720867412925,0.707630370137363,1
"OTU_290","Se",0.726832659066524,0.0271514831537137,0.726832659066524,1
"OTU_83","Se",0.668776583966663,0.0494042201510335,0.668776583966663,1
"OTU_898","Se",0.707360445305964,0.0333785002437563,0.707360445305964,1
"OTU_741","Se",0.690767814218477,0.0389932661067837,0.690767814218477,1
"OTU_129","Se",-0.816216676717966,0.00917689212388118,0.816216676717966,-1
"OTU_872","Se",-0.760895541658942,0.0170180305966971,0.760895541658942,-1
"OTU_214","Se",0.675238095238095,0.0465518283567921,0.675238095238095,1
"OTU_168","Se",0.796728002648383,0.0106836853650831,0.796728002648383,1
"OTU_426","Se",-0.835106153180365,0.00670685514546546,0.835106153180365,-1
"OTU_408","Se",-0.831802454850503,0.00674817825001886,0.831802454850503,-1
"OTU_148","Se",0.69160416896561,0.0385852754539455,0.69160416896561,1
"OTU_316","Se",-0.703245555413065,0.0352663407233347,0.703245555413065,-1
"OTU_403","Se",-0.719047209491747,0.0291206454405042,0.719047209491747,-1
"OTU_993","Se",0.734768024804009,0.0245073741111571,0.734768024804009,1
"OTU_472","Se",-0.745744502295663,0.0208948386307558,0.745744502295663,-1
