NO,Composition
P0740,Shengdihuang;Dingxiang;Rougui;Luomi
P0741,Jixieteng
P0742,Shengdihuang;Danggui;Dahuang;Liujilu;雄鼠屎;Naoyanghua;Honghua;Rougui;Wuchuan;Caowu;Daji;芫花;Gancao;Gansui;Wulinzhi;Chuanshanjia;Zijinpi;Xieyutan;Tubiechong;野Chugen
P0743,Rougui;Baizhi;Danggui;Xuanshen;Chishao;Shengdihuang;Dahuang;Mubiezi;阿魏;Qinfen;槐枝;Liuzhi;Xieyutan;Qiandan;Ruxiang;Moyao
P0744,Huangbai;Fangfeng;Xuanshen;Chishao;Baizhi;Shengdihuang;Dahuang;Danggui;Rougui;海藻;昆布;Cangshu;金Yinhua;Zaojiao刺;Shancigu;Shengdihuang;Beimu;Heshouwu;Kushen;Lianqiao
P0745,Luanfa;蓖麻子;Shengdihuang;Xuanshen;Dahuang;Danggui;Chishao;Baizhi;Rougui;Songxiang;Qiandan;Ruxiang;Moyao
P0746,肥皂子
P0747,Husuibu;Xuduan;Maqianzi;Baiji;Mangxiao;Caowu;Wuchuan;Liuxi;Sumu;Duzhong;伸筋草;透骨草;Qianghuo;Duhuo;Mahuang;Wujiapi;Zaojiao核;Honghua;Zelan;Hugu
P0748,Xieyutan;Dahuang;Qilinxian;雄鼠粪;Wuchuan;Caowu;Liujilu;Tubiechong;Qianghuo;Duhuo;Honghua;Shechuangzi;Cangshu;Danggui;Tiannanxin;Banxia;白芥子;Taoren;樟冰;Gansong;Shannai;Huajiao;Zaojia;Chuanshanjia;荜茇;Moyao;Ruxiang;Baizhi;烟叶;商陆;Naoyanghua;Aiye;凤仙花;Shengjiang;Congbai;Jiucai;大蒜
P0749,Dahuang
P0750,马鞭草;雄鼠粪;Jiangcan
P0751,耳草叶;雪里开;水圹叶;乌苞叶;Zijinpi
P0752,小黄米面;Zaojiao;Fahui
P0753,Wulinzhi;Xiaohuixiang
P0754,Tiannanxin;Mubiezi;Moyao;Rougui;Ruxiang
P0755,Wuchuan;Caowu;Qianghuo;Duhuo;Chuanshanjia;Fangfeng;Jingjie;Dahuang;Huangqin;Huangbai;蛇蜕;角针;管仲;元武版;Lianqiao;Wubeizi;蝉蜕;Wugong;Gancao;Jiegen;Danggui;Chuangong;Chishao;Duzhong;Baizhi;金Yinhua;Jiangcan
P0756,Xuduan;Shengdihuang;Fuzi;Baiji;Bailian;Danggui;Sangbaipi;Duhuo;狗脊;黄米
P0757,Wujiapi;Ruxiang;Moyao;Tubiechong;Husuibu;Baiji
P0758,猕猴项骨;水獭骨;猫儿项骨;Guijia
P0759,Rougui;芸苔子;白芥子;Mubiezi;Dahuang;Guijia;Hugu;赤狗脑骨
P0760,Baishao;Buguzhi;Zirantong;Moyao;羊胫骨;Fulin;Husuibu;Wuchuan;Mubiezi;Hugu
P0761,Zhizi;Feiluomian
P0762,Zirantong;Jingjie;Fangfeng;Wujiapi;Zaojiao;Qiancao;Xuduan;Qianghuo;Duhuo;Ruxiang;Moyao;Shengdihuang;Baiji;Xiejie;Mangxiao;螃蟹;Husuibu;Jiegumu;Honghua;Chishao;Tubiechong
P0763,陈烂麻根;羊耳朵;Luanfa
P0764,Maqianzi;Jiqiao;Caowu
P0765,Chuangong;Liuxi;Caowu;Xiangfu;Honghua;Chenpi;Xuduan;Mahuang;Sangzhi;Xixin;Fangfeng;Qianghuo;Wujiapi;山药;Baizhi;清风藤;Yuanzhi;Taoren;Bailian;Heshouwu;Tianma;Shudihuang;Danggui;Duzhong;桃枝;Qilinxian;Lianqiao;Chuanshanjia;Wuyao;Cangshu;Chishao;Duhuo;槐枝;Jingjie;Wugong;榆枝;Jiangcan;Kushen;金Yinhua;Liuzhi;大风子;Dahuang;Wuchuan
P0766,Danggui;Duhuo;Qingjiu;Cangshu;Baizhi;Duzhong;Qianghuo;Wuchuan;Ganjiang;Liangjiang;Jingjie;Fangfeng;Caowu;Chuangong;Xuanshen;Shengdihuang;Gancao;Mahuang;Chuanshanjia
P0767,Wuchuan;Caowu;Kushen;Zaojiao;Dahuang;Danggui;Baizhi;Chishao;Lianqiao;Baiji;Bailian;Mubiezi;Wuyao;Rougui;Wulinzhi;Chuanshanjia;Liangtoujian;Qianghuo;透骨草;槐枝;桃枝;Sangzhi;Liuzhi;Xiangyou;Qiandan;Ruxiang;Moyao;Shexiang;苏合香
P0768,Dahuang;Wuchuan;Zhizi;Chaihu;Shengdihuang;Qilinxian;薄荷;Baishao;Mutong;Wuyao;Zexie;Danggui;Sangbaipi;Jiqiao;Heshouwu;Chenpi;Xiangfu;Qingpi;Baizhi;知母;Duzhong;Huangbai;Gancao;Xixin;Yinhua;Huangqin;Jili;Kuxinren;Huanglian;Taoren;Xuanshen;Baishu;Fangfeng;猪苓;Jiangcan;Jiegen;Shengma;白鲜皮;Mahuang;山药;Yuanzhi;Liuxi;藁本;Liangjiang;Beimu;Xuduan;Quanxie;坤草;文蛤;Duhuo;Tianma;Liuzhi;Chuanshanjia;Cangshu;Jingjie;Kushen;芫花;Wugong;大风子;Canger子;Liangtoujian;茵陈;Wujiapi;槐枝;榆枝;Qingjiu
P0769,Chuangong;Baizhi;Shengdihuang;Shudihuang;Danggui;Baishu;Cangshu;Chenpi;Xiangfu;Jiqiao;Wuyao;Banxia;Qingpi;Xixin;知母;Beimu;Kuxinren;Sangbaipi;Huanglian;Huangqin;Huangbai;Zhizi;Dahuang;Chaihu;薄荷;Chishao;Mutong;Taoren;Xuanshen;猪苓;Zexie;Jiegen;Qianhu;Shengma;Mahuang;Liuxi;Duzhong;山药;Yuanzhi;Xuduan;Liangjiang;Heshouwu;Gancao;Lianqiao;藁本;茵陈;Diyu;Fangfeng;Jingjie;Qianghuo;Duhuo;金Yinhua;Jili;Kushen;Jiangcan;Tianma;Tiannanxin;Wuchuan;Caowu;Qilinxian;白鲜皮;Wujiapi;清风藤;Yimucao;Liangtoujian;Wubeizi;大风子;Badou;Chuanshanjia;芫花;Wugong;Canger子;桃枝;Liuzhi;榆枝;槐枝;Sangzhi;楝枝;楮枝;枫枝
P0770,生猪油;芸香;Zhangnao;Baiji;Ercha;Qinfen;Ruxiang;Moyao
P0771,Songxiang
P0772,Shihui;Xiejie;鸡子
P0773,Ruxiang;Moyao;Xiejie;Ercha;Longjiang;Qinfen;Dahuang;Shuiyin;Binpian;Zhangnao;Shexiang;麻油
P0774,Tianhuafen;Huangbai;Jianghuang;Dahuang;Baizhi;Houpu;Chenpi;Gancao;Cangshu;Tiannanxin
P0775,金雀花根;Shengdihuang;Honghua;Mudanpi;Yinhua;Wuchuan;Caowu;Wujiapi;Fangfeng;Jingjie;Taoren;Sumu;牛蒡子;Gansong;Danggui;Sanleng;Wushu;Chishao;Xuduan;Husuibu;Zhangnao;Goudan;Zirantong;Gutongqian;Songxiang
P0776,Danggui;Chuangong;Cangshu;Baizhi;Chishao;Mubiezi;Dahuang;Caowu;Xiangyou;Liqin;Songxiang;Ruxiang;Moyao
P0777,Songxiang
P0778,Baijiaoxiang;Dahuang;Huangqin;Qiandan;Quanxie;Banxia;Hugu;Fangfeng;Danggui;Duhuo;Chuanshanjia;Ruxiang;Chuangong;Muxiang;Minfan;Bailian;Jianghuang;Mubiezi;Longjiang;Baiji;Xiejie;Moyao;Baizhi;Huangbai;Wulinzhi;Shaoyao;蓖麻子;Zhizi;Huanglian;Qianghuo;Xiangyou
P0779,Songxiang;Liangjiang;Ruxiang;Mubiezi;Wuchuan;小油;Kuxinren
P0780,Danggui;Baizhi;Kuxinren;Xuanshen;Zaojiao;Caowu;连须叶葱;滴青;Baijiaoxiang;Ruxiang;Moyao;黄La;Luanfa
P0781,Danggui;Chuangong;Cangshu;Baizhi;Chishao;Mubiezi;Dahuang;Caowu;Xiangyou;Liqin;Songxiang;Ruxiang;Moyao
P0782,Liqin;Qilinxian;蓖麻子;黄La;Mubiezi;Moyao;Ruxiang;小油
P0783,Dahuang;Beimu;Caowu;Digupi;Huangqin;Huangbai;Huanglian;Tianhuafen;Xiaoji;Daji;Chilian;Bailian;马鞭草;Qilinxian;Baiji;Chishao;Rougui;Xuanshen;Xixin;Danggui;Chuangong;Baishao;Liujilu;Mudanpi;Sumu;Honghua;Fengfang;Xieyutan;Mabo;Liangjiang;Xuduan;Sangjisheng;Mubiezi;Wumingyi;Taoren;Lianqiao;金Yinhua;Wushaoshe;Jinmaogouji;象皮;Qianghuo;Duhuo;Yinyanghuo;Qingpi;Wujiapi;Dilong;蛇蜕;Wugong;Baizhi;Fangfeng;Huangqi;Jianghuang;Chuanshanjia;虾蟆;血见愁;Jiangcan;Banxia;Guijia;Wuyao;Zaojiao刺;Tianma;Diyu;Aiye;Kushen;Tiannanxin;Zaojia;Gansong;Shannai;藁本;Husuibu;Quanxie;Mahuang;蝉蜕;Wubeizi;清风藤;Heshouwu;白鲜皮;Mutong;Baihe
P0784,Shengdihuang;Chishao;Danggui;Shinanteng;Baizhi;Husuibu;Wulinzhi;Rougui;Shangui皮;Jingjie;Jiegen;Wuchuan;Caowu;Xiongheidou
P0785,Wuchuan;Fangji;Shannai;透骨草;Yanhusuo;Ganjiang;辣椒;Chansu;Zhangnao;薄荷脑;Binpian;冬青
P0786,Maqianzi;Mahuang;Ruxiang
P0787,Caowu;Wuchuan;Xixin;Naoyanghua;Cangshu;Shengdihuang;Baizhi;Aiye;Shexiang
P0788,Liuhuang;Xionghuang;Rougui;Zhusha;Wuchuan;Caowu;Shexiang;Quanxie;Wugong
P0789,Shihui;Jiucai
P0790,Mituoseng;Qiandan;Zirantong;黄La;猪油;Ruxiang;Moyao;Songxiang;麻油
P0791,Mangxiao;Xionghuang;Shexiang
P0792,Danggui;Sanleng;Wushu;Duhuo;Baizhi;Chuangong;Qianghuo;Honghua;Chuanliuxi;Fangfeng;Rougui;Duzhong;Xuduan;;Fangji;Wujiapi;Husuibu;Chishao;Liujilu;Qingjiu;Congbai;Tubiechong;Xieyutan;Longjiang;Ruxiang;Moyao;Xiejie;Shexiang
P0793,Sangzhi;槐枝;榆枝;Liuzhi;桃枝;枸杞枝
P0794,Gougu
P0795,Wuchuan;Caowu;Tiannanxin;Banxia;Huajiao
P0796,Longjiang;Baizhi;Qiandan;软石膏;Xiejie;Ruxiang;Moyao;Zhangnao
P0797,Danggui;Wuchuan;Baiji;Fangfeng;Mubiezi;Shengdihuang;Lianqiao;Caowu;Rougui;Wuyao;Baizhi;Zaojiao刺;Dahuang;Chishao;Xieyutan;Bailian;Moyao;槐枝;Liuzhi;Sangzhi;枣枝;桃枝
P0798,凤仙花;Zhizi;Xixin;Honghua;Duhuo;Danggui;Ruxiang;Moyao;Qianghuo;Sumu;Zhangnao;Gancao;Gongdingxiang;Xieyutan;石膏;Shannai;红粘谷子;Xiejie
P0799,蓖麻子;Caowu;Ruxiang
P0800,Dingxiang;Shexiang;野驼脂;Layuezhuzhi;Qianghuo;Chuangong;Mubiezi;Fangfeng;Tianhuafen;Fuzi;Xixin;Liuxi
P0801,Muli;Baifan;Qiandan;Nifen;Xionghuang;雌黄;Shexiang;Xiejie
P0802,Mubiezi
P0803,Mubiezi;大鲫鱼
P0804,Mubiezi;Rougui;芸苔子;Dingxiang
P0805,Muxiang;Binlang;Danggui
P0806,Muxiang;Wuchuan;Digupi;Qianghuo;Gancao;Baizhi;Bajiaohuixiang;Tiannanxin;蓖麻子;Rougui;Badou;Xixin;Dahuang;Jingjie;Huanglian;Fangfeng;Kushen;Shengjiang;生葱
P0807,Baifengxian;紫Dingxiang根;Danggui;Zirantong;Xiejie;Moyao;Chuangong;Chishao;Gutongqian;Honghua;Chuanliuxi;Wujiapi;石菖蒲;Cangshu;Muxiang;Qingjiu;Shechuangzi;Fuzi;Rougui;Banxia;Shihu;Pixie;Lujiao;Hugu;Shexiang
P0808,Qianghuo;Mahuang;Danggui;Gongdingxiang;Duhuo;Fuzi;Cangshu;Caowu;Shengma;Honghua;Banxia;Wuchuan;Baizhi;姜皮;Shengdihuang;菖蒲
P0809,Shengdihuang;Muxiang
P0810,Huangyaozi;Mangxiao
P0811,Qilinxian;Jingjie;Fangfeng;Muxiang;Danggui;Wuyao;Mugua;Shengdihuang;Honghua;Xuduan
P0812,Chuanshanjia;Dingpi;Danggui;Baicaoshuang;枇杷叶
P0813,Niuhuang;Xionghuang;Ruxiang;Moyao;Dingxiang;Shexiang;Mangxiao
P0814,Guangdongyangpijinzhi
P0815,平胃散
P0816,Xiejie;藁本;Huixiang;Ruxiang;Moyao;Qinfen;Qiandan;黄La;麻油
P0817,Huoxiang;Baizhi;Danggui;Beimu;大风子;Muxiang;Bailian;Wuyao;Shengdihuang;Laifuzi;Dingxiang;Baiji;Jiangcan;Xixin;蓖麻子;Tanxiang;Qingjiu;Fengfang;Fangfeng;Wujiapi;Kushen;Rougui;蝉蜕;Dingpi;白鲜皮;Qianghuo;Shengdihuang;Quanxie;Chishao;高Liangjiang;Xuanshen;Tiannanxin;鳖甲;Jingjie;Liangtoujian;Duhuo;Sumu;Jiqiao;Lianqiao;Qilinxian;Taoren;Liuxi;Honghua;Xuduan;花百头;Kuxinren;Cangshu;Aiye;藁本;Husuibu;Chuangong;Huangqin;Mahuang;Gancao;Zhizi;Wuchuan;Zaojia;Banxia;Caowu;Zijinpi;清风藤;Dahuang;Wugong;蛇蜕;槐枝;桃枝;Liuzhi;Sangzhi;楝枝;榆枝;楮枝;Xieyutan;麻油;Songxiang;Baicaoshuang
P0818,Wuchuan;Caowu;Shengdihuang;Danggui;Gansong;Zijinpi;Xixin
P0819,Danggui;Mubiezi;知母;Wubeizi;Xixin;Baizhi;槐枝;Liuzhi;Xiejie;Ruxiang;Moyao;Qinfen;Xionghuang;Shexiang;Songxiang;Liqin
P0820,Songxiang;Congbai;Shengjiang;烧Jiu;米醋
P0821,Xiejie;Huangbai;Gancao;Baizhi;Bailian;Baiji;Danggui;Mituoseng
P0822,Xiejie;Qiandan;Bailian;Baiji;葛布
P0823,Danggui;Jianghuang;Zijinpi;Xixin;Dahuang;Wuchuan;Zaojiao;Rougui;透骨草;Dingxiang;Baizhi;Honghua
P0824,Huanglian;Binlang
P0825,Dahuang;芙蓉叶;Huangqin;Huangbai;Huafen;滑石;Qiandan
P0826,Canger子;Zhangmuzi;樟木皮;Fangfeng;薄荷;Huangbai;Cangshu
P0827,Liangjiang;Wuzhuyu;Jinmaogouji;Mubiezi;Baijiaoxiang;Guijia;Liuxi;Danggui
P0828,Tianhuafen;Huangbai;Jianghuang;Baizhi;Chenpi;Gancao;Cangshu;Tiannanxin;Houpu;石菖蒲;Yujin;Banxia
P0829,Tianhuafen;Huangbai;Dahuang;Jianghuang;Baizhi;Houpu;Chenpi;Gancao;Cangshu;Tiannanxin
P0830,Ruxiang;Moyao;滑石;Binpian
P0831,Ruxiang;Songxiang;Fengxiang;Wubeizi;Gougu;锅底墨;Xiaomai
P0832,青娘子;Hongliangzi;蓖麻子;Danggui;Baizhi;Zhizi;Ruxiang;Songxiang;Xiangyou
P0833,Ruxiang;Liqin;黄La;Baijiaoxiang;Kuxinren
P0834,Huaruishi;试剑草;Ruxiang;新瓦末
P0835,Ruxiang;Moyao;Xiejie;阿魏;Shexiang;Dahuang;Huanglian;Huangbai;Fangfeng;Jingjie;Shaoyao;Baizhi;Xuanshen;Danggui;Lianqiao;Badou;Sumu;大风子;Mubiezi;Chuanshanjia;Qiandan;槐枝;桃枝;Liuzhi;Qingmayou
P0836,Danggui;Chishao
P0837,Zhusha;Shexiang;Dingxiang;Wumei;Wuchuan;Caowu;Danggui;Shannai;Ruxiang;Zaojiao
P0838,黄荆;Zijinpi;Danggui;Wujiapi;Mugua;Danshen;Qianghuo;Chishao;Baizhi;Jianghuang;Duhuo;Gancao;Qingjiu;Tianhuafen;Liuxi;Chuangong;Lianqiao;Qilinxian;木Fangji;Fangfeng;Maqianzi
P0839,罗裙带叶;Shanmu;槐枝
P0840,耳草叶;Zelan
P0841,Shengjiang;Congbai;韭白;大蒜;凤仙花;Sangzhi;槐枝;Liuzhi;桃枝;Cebai;Aiye;白芥子;Huajiao;Ganjiang;炮姜;Baifuzi;Fuzi;Wuchuan;Caowu;Dahuang;Cangshu;Gansui;Tiannanxin;Banxia;Chuangong;Danggui;Mahuang;Tianma;Jingjie;Fangfeng;Zisu;Xixin;Gancao;Qianghuo;Duhuo;Xiewei;Chenpi;Chishao;Baizhi;Zijinpi;石菖蒲;Qilinxian;蓖麻子;Mubiezi;Ruxiang;Moyao;Husuibu;Xuduan;Rougui;Muxiang;Yanhusuo;Wulinzhi;Baiji;Bailian;Jiangcan;Zaojiao;Chuanshanjia;Taoren;Honghua;Zirantong;蛇蜕;露Fengfang;Dilong;Duzhong;Xiangfu;Mugua;Wujiapi;Xionghuang;Minfan;Sumu;Yuanzhi;Wuyao;Liuxi;Shechuangzi;Qingjiu;Houpu;Cansha;发团;Qiandan;Songxiang;赤Shizhi;Mituoseng;Shihui;Lujiao;苏合香;Zhangnao
P0842,Fuzi;Baifuzi;Tiannanxin;Banxia;Wuchuan;Caowu;Mahuang;Dahuang;Qianghuo;Cangshu;Chuangong;Danggui;Jianghuang;Xixin;Fangfeng;Gansui;Yanhusuo;Qilinxian;Wuyao;Duhuo;Wulinzhi;Qianniuzi;Jingjie;Sanleng;Wushu;藁本;Chishao;Baishao;Zisu;Xiangfu;Baizhi;Qingpi;Chenpi;Tianma;Qingjiu;Zhishi;Houpu;Binlang;Yuanzhi;Yizhiren;Duzhong;Liuxi;Xuduan;Zijinpi;Rougui;Wujiapi;Mugua;Wuzhuyu;Shechuangzi;Buguzhi;Bajiaohuixiang;Baji天;Huluba;Badou;Kuxinren;Taoren;Sumu;Honghua;草果;Liangjiang;Zaojiao;Husuibu;Zirantong;Liujilu;马鞭草;Daji;商陆;芫花;Fangji;Gancao;Mubiezi;蓖麻子;Chuanshanjia;Fengfang;Quanxie;蛇蜕;荜茇;Gansong;Shannai;Huanglian;Huangbai;发团;Cansha;Dilong;Shengjiang;Congbai;韭白;大蒜;Sangzhi;Canger子;凤仙花;槐枝;Liuzhi;桃枝;Ganjiang;Aiye;Cebai;炮姜;石菖蒲;Hujiao;Huajiao;白芥子
P0843,Mubiezi;Honghua;Banxia;Husuibu;Gancao;Congbai
P0844,皂矾
P0845,Shanyangxie;Sanqi;黑糖;Tongbian;Jiu
P0846,光粉;商陆;Xuduan;Danggui;Chishao;Baishao;Liuzhi;Zhizi;Chuangong
P0847,Qiandan;Moyao;Ruxiang;Bailian;Mubiezi;Baiji;Danggui;Rougui;Kuxinren;Baizhi;Xiejie;槐枝;Liuzhi;麻油
P0848,Sanqi;Shengdihuang;钻地风;Rougui;Duhuo;Yujin;千年健;Liuxi;Muxiang;Qingjiu;Hugu;Jianghuang;Jinmaogouji;透骨草;Honghua;Dingxiang;Digupi;Zirantong;Liujilu;Yanhusuo;Danggui;Wuchuan;Taoren;Sangbaipi;Wujiapi;寻骨风;Songjie;Caowu;Jiegen;Ruxiang;Moyao;Sharen
P0849,Baizhi;薄荷脑;徐长卿;金果榄;Wushu;Shengdihuang;颠茄
P0850,Husuibu;Wuchuan;Caowu;Shannai;老鹳草;Maqianzi;Baizhi;Ganjiang;Rougui;Jingjie;Wujiapi;Ruxiang;Moyao;Luodeda打;Fangfeng;颠茄;冬青;Zhangnao;薄荷脑;芸香膏;Binpian
P0851,伤湿止痛流浸膏;水杨酸甲酯;薄荷脑;Binpian;Zhangnao;芸香;颠茄
P0852,Ruxiang;Moyao;Xiejie;Qianghuo;Duhuo;Xuduan;甲珠;Xiangfu;Mugua;Chuangong;Zirantong;Wuchuan;Caowu;Tiannanxin;Jingjie;Baizhi;Zelan;Xiaohuixiang;Rougui;Shexiang
P0853,韶粉;银朱;Zhangnao;青盐;Songxiang;Longjiang;Hugu;白Dingxiang;Dilong;Chuanshanjia;Quanxie;Ruxiang;Moyao;Xiejie;脑子;Qinfen;Shexiang;Hafen
P0854,Maqianzi;透骨草;Chuanshanjia;Fangji;Ruxiang;Moyao;Shengjiang;王不留行;Xixin;Wujiapi;豨莶草;Duhuo;Caowu;Wubeizi;Rougui;Zhishi;牛蒡子;Xieyutan;Dilong;Hongliangzi;Quanxie;Qilinxian;Dahuang;Zelan;丝瓜络;Mahuang;Tubiechong;Fangfeng;Danggui;功劳叶;Wugong
P0855,唐魏;Shexiang;Gancao;Wuchuan;Caowu;Gansong;Shannai;Xionghuang;Zhusha;桐油;Hujiao;Mituoseng
P0856,Wuchuan;Caowu;Baizhi;Chishao;芙蓉叶;枇杷叶
P0857,Ruxiang;Moyao;Dahuang;Rougui;Mubiezi;阿魏;Baizhi;Xieyutan;Mahuang;Danggui;Qianghuo;Xuanshen;Chishao;Shengdihuang;Qinfen;Qiandan;桃枝;Liuzhi;槐枝;Sangzhi;枣枝
P0858,Caowu;Chuangong;Dahuang;Danggui;Chishao;Baizhi;Lianqiao;Baiji;Bailian;Wuyao;Rougui;Mubiezi;杨;Liuzhi;桃枝;桑;大枣
P0859,乌鱼骨;莴苣菜;青蓟草;Shihui
P0860,Shengdihuang;糟姜瓜槽;Shengjiang;Chixiaodou
P0861,Jiangcan;Qingpi;Duhuo;Fuzi;Fangfeng;Caowu;Heshouwu;白鲜皮;Qingjiu;Chuanshanjia;Banxia;Wuchuan;清风藤;Maqianzi;Taoren;Hugu;Tianma;Danggui;Liangjiang;Qilinxian;Shengjiang;Jiucai;大蒜;青葱
P0862,Huangbai;Fangfeng;Xuanshen;Chishao;Baizhi;Shengdihuang;Dahuang;Xiejie;Danggui;Rougui;槐枝;Liuzhi;桃枝
P0863,槐枝;Liuzhi;桃枝;榆;桑;枸杞;Baizhi;Baiji;Bailian;Danggui;Dahuang;Huangbai;Chishao;Kuxinren;蓖麻子;Xiejie;Xionghuang;Ruxiang;Moyao;Qinfen
P0864,Songxiang;Ruxiang;Moyao;Ercha;Xiejie;阿魏;洋樟;Longjiang;Qinfen;黄占;白占;Jiangxiang
P0865,Qingmayou;Qiandan;Danggui;Baiji;Qianniuzi;Mubiezi;Duhuo;Chuanliuxi;Chuanjianzi;清风藤;Zaojia;松枝;桃枝;槐枝;Liuzhi;石榴枝
P0866,头醋;Zaojia;芫花;Baifan
P0867,桂花;苏合香;Mubiezi;Ruxiang;Moyao;Baiji;Bailian;Danggui;Kuxinren;Rougui;Qiandan;Xiangyou;槐枝
P0868,Niupijiao;Shengjiang;Rougui
P0869,Gualou;Linlinxiang;Huoxiang;Shaoyao;Gancao;Huangqi;Kuxinren;Baizhi;Longnao;Shexiang;黄La;Qingmayou
P0870,Tanxiang;Danshen;Fulin;Jiangxiang;Yuanzhi;Hupo;Xiejie
P0871,诃子;Longjiang;高茶
P0872,Ruxiang;Moyao;Xiejie;Xionghuang;Puhuang;梧子;赤Shizhi;Baizhi;Mangxiao;寒水石;Mituoseng;Longjiang;Qinfen;Huaruishi;Chuanshanjia;螃蟹;Mangxiao;Chansu;Zhusha;Wuyao
P0873,Danggui;Huangqi;Shancigu;Baizhi;Gancao;Xieyutan;Tianma;Duhuo;Chuanshanjia;露Fengfang;Wubeizi;Tianhuafen;Jingjie;Bailian;Rougui;金Yinhua;Baishao;牛蒡子
P0874,鲈鱼;砂糖
P0875,Caowu;Baizhi;Chishao;Baiji;秋叶;枇杷叶;Jiucai
P0876,Shexiang;Xiejie;Shihui;海螵蛸;Zirantong;Ruxiang;Moyao;Huaruishi;Binpian;Zhangnao;Tugou;地虱;Tubiechong;Renshen;象皮;Hupo;Ercha;紫石英;Sanqi;木耳;Gancao
P0877,Aiye;Danggui;Baizhi;Liuxi;Huangqi;Mubiezi;Zaojia;蓖麻子;Fangfeng;Sangbaipi;Jiangcan;Xuduan;Yanhusuo;Rougui;Huanglian;Jiangxiang;Duhuo;Chishao;Chuangong;Xixin;Tiannanxin;Badou;Jiegen;Wushu;Mudanpi;白鲜皮;狗脊;Tianma;Manjinzi;Jiegumu;Shechuangzi;Muxiang;Qilinxian;Baiji;Bailian;Duzhong;Husuibu;Qianghuo;Pixie;Buguzhi;Liulu;Haitongpi;Wujiapi;Yiniren;Jingjie;槐枝;桃枝;Jiangxiang;Wulinzhi;Zirantong;Wumingyi;Xionghuang;Ruxiang;Moyao;Qiandan;Quanxie;Xiejie;Hupo;Shexiang;露Fengfang;Hugu;Chuanshanjia;Guijia
P0878,Wubeizi;Baifan
P0879,老材香;象皮;Xiejie;Tiannanxin;藏Honghua;Fangfeng;Baizhi;Maqianzi;海螵蛸;Shengma;Ruxiang;Moyao;雄土元;Longjiang;Danggui;石菖蒲;蟹骨;Shexiang
