id,net,net_num,malaria_risk,income,health,household,eligible,temperature,resistance
444,FALSE,0,44,840,48,2,FALSE,23.6,53
445,TRUE,1,13,1200,70,5,FALSE,18,39
446,FALSE,0,29,903,55,4,FALSE,22.3,20
447,FALSE,0,29,1099,67,4,FALSE,23.9,74
448,FALSE,0,56,961,68,2,FALSE,28.4,95
449,FALSE,0,34,977,73,2,FALSE,24.2,51
450,FALSE,0,25,1018,57,3,FALSE,16.1,59
451,TRUE,1,25,879,36,3,FALSE,19.4,65
452,FALSE,0,27,1071,48,2,FALSE,29.5,38
453,TRUE,1,19,967,42,2,FALSE,17.9,43
454,FALSE,0,24,1018,71,1,FALSE,21,23
455,TRUE,1,26,901,44,2,FALSE,26.7,37
456,TRUE,1,50,676,36,5,TRUE,27.7,56
457,FALSE,0,42,872,64,4,FALSE,24.4,44
458,TRUE,1,27,750,31,4,FALSE,18.9,45
459,FALSE,0,71,588,29,2,FALSE,26.8,46
460,FALSE,0,28,934,46,1,FALSE,23.7,22
461,FALSE,0,61,716,19,6,FALSE,27.3,59
462,FALSE,0,25,991,60,3,FALSE,20.1,27
463,TRUE,1,30,778,62,3,FALSE,20.8,45
464,FALSE,0,34,811,45,2,FALSE,17.3,41
465,FALSE,0,34,955,78,3,FALSE,22.8,45
466,FALSE,0,84,449,13,2,FALSE,26.1,68
467,TRUE,1,19,1021,52,2,FALSE,21.9,39
468,FALSE,0,66,596,57,4,FALSE,21.7,37
469,FALSE,0,25,1137,74,2,FALSE,30.1,26
470,FALSE,0,37,759,20,4,FALSE,19.9,36
471,TRUE,1,27,916,64,1,FALSE,29.1,31
472,FALSE,0,37,967,94,4,FALSE,21.9,53
473,FALSE,0,40,918,72,3,FALSE,26.8,36
474,TRUE,1,31,808,18,4,FALSE,27.6,52
475,FALSE,0,36,813,56,3,FALSE,16.6,46
476,FALSE,0,32,887,65,3,FALSE,22,28
477,TRUE,1,16,1127,72,3,FALSE,20.3,37
478,TRUE,1,43,678,53,1,FALSE,20.5,60
479,FALSE,0,28,1183,65,2,FALSE,31.3,60
480,TRUE,1,53,537,34,4,FALSE,15.8,76
481,TRUE,1,18,1170,61,2,FALSE,28.6,48
482,FALSE,0,51,591,27,4,FALSE,17.8,27
483,FALSE,0,36,877,29,2,FALSE,26.6,37
484,FALSE,0,48,782,53,4,FALSE,21.1,53
485,FALSE,0,33,1130,87,5,FALSE,27.8,74
486,FALSE,0,55,799,42,1,FALSE,28.8,49
487,FALSE,0,64,789,59,1,FALSE,28.6,64
488,TRUE,1,19,1067,57,4,FALSE,21.9,58
489,TRUE,1,17,1188,82,3,FALSE,27.5,31
490,FALSE,0,52,823,35,4,FALSE,30.2,45
491,FALSE,0,27,986,27,6,FALSE,19.4,66
492,FALSE,0,67,646,41,1,FALSE,23.5,60
493,FALSE,0,62,575,46,3,FALSE,15.7,54
494,FALSE,0,51,806,37,4,FALSE,26.1,54
495,TRUE,1,27,841,46,1,FALSE,24.1,41
496,TRUE,1,22,815,7,7,FALSE,20.3,29
497,FALSE,0,59,884,61,2,FALSE,31.5,66
498,FALSE,0,58,677,35,1,FALSE,26.8,28
499,FALSE,0,35,804,31,4,FALSE,21.1,34
500,FALSE,0,23,1228,78,4,FALSE,26.2,56
501,FALSE,0,27,924,38,2,FALSE,21.7,30
502,FALSE,0,45,685,35,2,FALSE,16.9,40
503,TRUE,1,12,1222,79,2,FALSE,17.4,31
504,TRUE,1,18,1077,62,1,FALSE,19.4,56
505,FALSE,0,27,1060,59,2,FALSE,23.3,54
506,TRUE,1,24,953,47,2,FALSE,23.7,54
507,FALSE,0,44,710,31,3,FALSE,16.1,54
508,FALSE,0,25,1155,61,3,FALSE,26.7,55
509,FALSE,0,27,1059,48,5,FALSE,23.8,57
510,FALSE,0,26,946,60,2,FALSE,20.7,20
511,TRUE,1,28,951,67,3,FALSE,28.8,46
512,FALSE,0,32,895,49,1,FALSE,19.8,49
513,TRUE,1,16,1257,53,5,FALSE,27.9,58
514,FALSE,0,23,1184,71,2,FALSE,28.3,31
515,FALSE,0,34,900,53,4,FALSE,23.1,41
516,FALSE,0,42,786,30,2,FALSE,24.6,33
517,FALSE,0,48,950,60,3,FALSE,30.3,62
518,FALSE,0,24,1105,66,4,FALSE,19.1,65
519,TRUE,1,20,1045,79,1,FALSE,19.2,59
520,TRUE,1,34,696,37,4,FALSE,23.8,31
521,TRUE,1,25,931,58,2,FALSE,23,54
522,TRUE,1,31,682,25,2,FALSE,15.6,64
523,FALSE,0,52,915,71,2,FALSE,31.1,50
524,FALSE,0,32,961,52,1,FALSE,26.2,40
525,FALSE,0,26,911,54,3,FALSE,16.4,32
526,FALSE,0,46,789,38,4,FALSE,25.1,38
527,FALSE,0,50,762,35,5,FALSE,21.9,58
528,TRUE,1,19,1125,72,1,FALSE,26.3,42
529,TRUE,1,55,658,34,7,TRUE,30.8,51
530,FALSE,0,62,743,49,2,FALSE,24.9,66
531,TRUE,1,61,625,28,5,TRUE,31.6,56
532,TRUE,1,21,1119,63,4,FALSE,25.3,67
533,FALSE,0,53,531,21,3,FALSE,15.9,24
534,TRUE,1,14,1184,77,4,FALSE,19.3,44
535,FALSE,0,56,708,47,1,FALSE,22.4,49
536,FALSE,0,25,1066,58,4,FALSE,20.1,56
537,TRUE,1,32,683,15,2,FALSE,24.3,31
538,FALSE,0,90,413,41,4,FALSE,29.8,59
539,FALSE,0,53,811,43,3,FALSE,27.6,52
540,TRUE,1,19,1198,75,2,FALSE,28.5,51
541,TRUE,1,62,538,19,4,FALSE,27.8,55
542,FALSE,0,60,618,27,1,FALSE,21.3,46
543,TRUE,1,17,1101,58,4,FALSE,18.4,61
544,FALSE,0,23,1223,67,2,FALSE,26.6,57
545,FALSE,0,39,1049,91,4,FALSE,30.9,46
546,FALSE,0,77,519,29,6,TRUE,23.5,62
547,FALSE,0,58,759,50,1,FALSE,26.1,52
548,TRUE,1,15,1169,83,4,FALSE,17.1,57
549,TRUE,1,26,766,55,4,FALSE,16.4,39
550,TRUE,1,20,1140,77,2,FALSE,24,70
551,FALSE,0,51,727,36,2,FALSE,22.2,48
552,FALSE,0,54,869,66,2,FALSE,28.1,59
553,FALSE,0,47,834,65,3,FALSE,23.7,46
554,TRUE,1,29,743,55,5,FALSE,17.9,44
555,TRUE,1,11,1402,100,3,FALSE,21.1,59
556,FALSE,0,35,900,65,3,FALSE,24.9,25
557,TRUE,1,22,934,47,3,FALSE,19.3,54
558,FALSE,0,67,585,24,3,FALSE,22.3,53
559,FALSE,0,20,1160,71,3,FALSE,26.3,10
560,FALSE,0,26,1035,58,1,FALSE,20.1,53
561,FALSE,0,22,1117,51,1,FALSE,28.5,17
562,TRUE,1,18,1016,51,5,FALSE,16.9,57
563,TRUE,1,16,1177,86,4,FALSE,21.2,41
564,FALSE,0,42,879,58,2,FALSE,26.3,38
565,TRUE,1,29,763,35,3,FALSE,21.4,48
566,TRUE,1,13,1469,99,3,FALSE,27.7,67
567,TRUE,1,27,852,63,2,FALSE,22.6,39
568,TRUE,1,29,838,50,4,FALSE,23.8,55
569,TRUE,1,14,1321,98,3,FALSE,24.4,52
570,FALSE,0,75,516,32,5,TRUE,27.3,31
571,FALSE,0,46,648,33,3,FALSE,18.4,23
572,TRUE,1,14,1123,64,5,FALSE,20.8,20
573,TRUE,1,15,1226,86,3,FALSE,19.7,55
574,FALSE,0,25,977,47,3,FALSE,18.2,47
575,TRUE,1,25,1078,81,6,FALSE,26.4,73
576,FALSE,0,54,805,64,4,FALSE,24.4,56
577,FALSE,0,57,836,33,3,FALSE,31.8,59
578,FALSE,0,29,1074,54,1,FALSE,26,66
579,FALSE,0,59,649,34,3,FALSE,23.1,41
580,FALSE,0,38,949,48,3,FALSE,27,55
581,FALSE,0,51,790,35,5,FALSE,24.5,60
582,TRUE,1,20,1134,60,4,FALSE,25.9,67
583,TRUE,1,52,569,49,4,FALSE,19.1,58
584,FALSE,0,43,796,50,2,FALSE,18.9,53
585,TRUE,1,23,985,53,5,FALSE,28.4,35
586,FALSE,0,22,1121,66,2,FALSE,18.7,58
587,FALSE,0,58,763,41,2,FALSE,26.9,55
588,TRUE,1,28,788,38,3,FALSE,18.8,56
589,TRUE,1,38,690,41,6,TRUE,20.7,54
590,FALSE,0,24,1064,64,3,FALSE,19.8,45
591,TRUE,1,31,910,64,3,FALSE,30.7,47
592,TRUE,1,30,848,54,1,FALSE,24,57
593,TRUE,1,47,578,33,6,TRUE,20.7,50
594,TRUE,1,28,795,42,1,FALSE,23,36
595,FALSE,0,40,751,36,1,FALSE,17.7,44
596,FALSE,0,47,855,65,5,FALSE,28.5,29
597,FALSE,0,36,897,49,3,FALSE,26.1,34
598,TRUE,1,22,1024,62,2,FALSE,25.8,46
599,TRUE,1,15,1142,85,5,FALSE,20.1,22
600,FALSE,0,28,962,48,1,FALSE,25.1,24
601,FALSE,0,45,837,21,2,FALSE,25.2,63
602,FALSE,0,50,777,37,4,FALSE,26.4,40
603,FALSE,0,38,743,41,2,FALSE,19.7,22
604,TRUE,1,26,779,26,2,FALSE,18.7,46
605,TRUE,1,46,684,32,2,FALSE,24.1,66
606,FALSE,0,34,860,37,4,FALSE,18.7,57
607,FALSE,0,26,1094,52,2,FALSE,25.7,54
608,FALSE,0,47,796,34,4,FALSE,21.7,64
609,FALSE,0,51,719,45,2,FALSE,22.8,37
610,TRUE,1,25,951,58,2,FALSE,23.2,58
611,FALSE,0,26,1065,68,3,FALSE,24.1,39
612,TRUE,1,37,665,27,1,FALSE,21.2,48
613,FALSE,0,46,938,52,1,FALSE,26,79
614,FALSE,0,47,750,42,7,FALSE,18.1,61
615,TRUE,1,16,1163,65,3,FALSE,20.9,58
616,FALSE,0,27,967,56,4,FALSE,21.2,32
617,TRUE,1,23,902,60,5,FALSE,19.8,37
618,TRUE,1,28,1090,80,4,FALSE,30.7,80
619,FALSE,0,38,802,46,6,FALSE,20.9,32
620,FALSE,0,27,1019,54,1,FALSE,22.6,51
621,FALSE,0,61,742,8,5,FALSE,30.6,60
622,TRUE,1,28,851,34,5,FALSE,23.6,62
623,FALSE,0,33,923,45,4,FALSE,20.3,63
624,FALSE,0,27,963,53,2,FALSE,18.4,45
625,FALSE,0,21,1243,76,1,FALSE,28.2,36
626,FALSE,0,27,1050,68,2,FALSE,23.1,43
627,FALSE,0,50,691,37,2,FALSE,21.3,35
628,FALSE,0,46,818,36,4,FALSE,23.9,56
629,FALSE,0,35,974,55,2,FALSE,23.8,63
630,TRUE,1,53,576,23,2,FALSE,19.5,77
631,TRUE,1,28,965,61,4,FALSE,30.3,53
632,FALSE,0,22,1096,61,4,FALSE,22,35
633,TRUE,1,19,1091,44,3,FALSE,24.6,62
634,TRUE,1,46,724,30,4,FALSE,28.3,60
635,TRUE,1,23,959,48,1,FALSE,24.2,44
636,TRUE,1,27,834,48,2,FALSE,25.7,26
637,FALSE,0,24,1132,56,6,FALSE,23.8,58
638,FALSE,0,48,969,83,4,FALSE,28.6,63
639,TRUE,1,28,820,54,4,FALSE,21.9,43
640,TRUE,1,17,1164,78,3,FALSE,21.8,55
641,TRUE,1,26,795,49,3,FALSE,18.2,44
642,TRUE,1,27,913,44,4,FALSE,25.9,57
643,TRUE,1,16,1254,72,5,FALSE,29.3,46
644,TRUE,1,17,1036,58,2,FALSE,17.9,43
645,FALSE,0,23,1193,83,1,FALSE,24.6,49
646,FALSE,0,43,938,46,3,FALSE,31.8,44
647,TRUE,1,19,938,40,4,FALSE,18.6,39
648,FALSE,0,63,762,51,1,FALSE,30.8,43
649,FALSE,0,35,1014,54,2,FALSE,30.4,47
650,TRUE,1,21,1036,48,3,FALSE,25.5,51
651,TRUE,1,41,737,40,4,FALSE,23.3,69
652,FALSE,0,28,803,17,5,FALSE,17.5,29
653,FALSE,0,29,993,63,3,FALSE,22.9,45
654,TRUE,1,18,1074,59,3,FALSE,19.1,56
655,TRUE,1,50,674,33,4,FALSE,24.4,72
656,FALSE,0,46,709,23,5,FALSE,18.4,54
657,FALSE,0,35,994,62,5,FALSE,27.6,47
658,FALSE,0,40,880,61,1,FALSE,23.8,43
659,FALSE,0,64,718,32,3,FALSE,29.1,53
660,FALSE,0,53,763,44,2,FALSE,22.1,61
661,TRUE,1,24,853,43,4,FALSE,18.7,45
662,FALSE,0,77,399,17,4,FALSE,18.6,50
663,TRUE,1,30,875,54,1,FALSE,27.6,51
664,FALSE,0,32,1004,37,4,FALSE,27.7,58
665,TRUE,1,25,999,64,2,FALSE,25.3,63
666,FALSE,0,38,846,47,1,FALSE,20.1,52
667,TRUE,1,24,942,53,5,FALSE,23.1,47
668,TRUE,1,23,998,71,2,FALSE,20.4,67
669,FALSE,0,71,550,34,3,FALSE,22.6,50
670,FALSE,0,25,1036,46,2,FALSE,17.7,70
671,TRUE,1,27,941,64,1,FALSE,27.7,47
672,FALSE,0,24,1041,45,3,FALSE,19.1,56
673,FALSE,0,71,512,31,1,FALSE,24.8,26
674,TRUE,1,21,989,75,2,FALSE,18.9,46
675,TRUE,1,19,1137,67,3,FALSE,26.9,47
676,FALSE,0,47,696,34,3,FALSE,19.8,37
677,FALSE,0,29,954,52,4,FALSE,23.9,33
678,FALSE,0,33,928,45,2,FALSE,21.1,61
679,TRUE,1,56,612,29,3,FALSE,27,60
680,TRUE,1,22,878,45,3,FALSE,19.7,29
681,FALSE,0,47,652,8,4,FALSE,16.5,54
682,FALSE,0,24,1079,50,4,FALSE,25.3,32
683,TRUE,1,19,1144,78,4,FALSE,28.7,33
684,FALSE,0,39,853,45,5,FALSE,21.3,55
685,TRUE,1,25,1006,77,6,FALSE,29.1,38
686,TRUE,1,28,798,43,3,FALSE,17.8,61
687,FALSE,0,36,840,37,3,FALSE,20.8,48
688,FALSE,0,41,1030,85,2,FALSE,29.6,55
689,FALSE,0,21,1036,47,3,FALSE,16.6,40
690,FALSE,0,46,820,58,2,FALSE,25.9,32
691,FALSE,0,50,803,47,1,FALSE,22.7,60
692,FALSE,0,30,955,63,3,FALSE,20.1,51
693,TRUE,1,20,990,42,3,FALSE,22.6,44
694,TRUE,1,19,1065,56,2,FALSE,22,49
695,FALSE,0,51,793,50,2,FALSE,21.2,66
696,FALSE,0,32,861,19,3,FALSE,24,38
697,FALSE,0,51,759,57,2,FALSE,23.6,37
698,FALSE,0,34,931,49,1,FALSE,25.8,39
699,FALSE,0,53,569,18,3,FALSE,18.6,25
700,TRUE,1,24,895,34,2,FALSE,19.8,59
701,FALSE,0,27,1066,95,4,FALSE,19.6,50
702,TRUE,1,26,918,51,2,FALSE,24.3,51
703,FALSE,0,22,1265,75,1,FALSE,29.3,47
704,TRUE,1,29,654,22,5,TRUE,16.8,40
705,TRUE,1,16,1131,58,2,FALSE,23.9,36
706,FALSE,0,37,1050,53,3,FALSE,31.8,60
707,TRUE,1,27,812,43,3,FALSE,25.3,28
708,FALSE,0,48,844,45,2,FALSE,26.2,54
709,TRUE,1,20,1031,65,2,FALSE,23.4,37
710,FALSE,0,66,580,20,3,FALSE,22.2,52
711,FALSE,0,52,667,37,3,FALSE,20.5,37
712,TRUE,1,27,934,64,3,FALSE,28.1,40
713,FALSE,0,28,1045,45,3,FALSE,22.6,72
714,TRUE,1,37,844,45,4,FALSE,29.9,57
715,FALSE,0,61,579,29,3,FALSE,24.9,18
716,TRUE,1,31,841,62,2,FALSE,24.8,49
717,TRUE,1,16,1158,69,1,FALSE,22.8,41
718,FALSE,0,55,639,54,1,FALSE,19,32
719,FALSE,0,22,1188,63,7,FALSE,24,51
720,FALSE,0,56,767,27,1,FALSE,28.8,49
721,FALSE,0,24,1180,63,3,FALSE,28.7,43
722,TRUE,1,23,1005,51,4,FALSE,20.5,75
723,FALSE,0,22,1053,61,4,FALSE,22.1,16
724,TRUE,1,18,1125,86,5,FALSE,18.8,59
725,FALSE,0,21,1315,87,3,FALSE,29.5,44
726,FALSE,0,52,794,36,4,FALSE,25.9,57
727,FALSE,0,28,968,64,4,FALSE,20.7,41
728,FALSE,0,35,1070,87,3,FALSE,31.9,39
729,FALSE,0,47,751,22,4,FALSE,28.1,24
730,TRUE,1,33,799,34,1,FALSE,28.3,45
731,TRUE,1,24,962,50,3,FALSE,19.2,82
732,FALSE,0,34,861,23,5,FALSE,19.9,61
733,FALSE,0,44,951,56,3,FALSE,26.8,71
734,FALSE,0,59,820,57,5,FALSE,28.6,60
735,TRUE,1,26,820,36,2,FALSE,17.3,64
736,TRUE,1,21,1171,77,2,FALSE,28.3,60
737,FALSE,0,77,495,27,4,FALSE,23,54
738,TRUE,1,17,1084,75,7,FALSE,19.7,39
739,FALSE,0,72,613,19,2,FALSE,31.7,40
740,TRUE,1,19,1037,48,1,FALSE,26.1,25
741,FALSE,0,25,1141,78,7,FALSE,25.5,48
742,TRUE,1,29,945,54,2,FALSE,28.8,60
743,FALSE,0,26,1130,74,1,FALSE,23.3,62
744,TRUE,1,26,968,48,3,FALSE,28.7,49
745,FALSE,0,29,948,64,2,FALSE,21.2,40
746,FALSE,0,62,898,49,3,FALSE,30.4,94
747,FALSE,0,35,1020,64,4,FALSE,27.5,58
748,FALSE,0,41,753,18,1,FALSE,15.9,67
749,FALSE,0,49,807,40,4,FALSE,27.1,43
750,TRUE,1,24,826,53,6,FALSE,15.8,47
751,TRUE,1,14,1204,58,2,FALSE,20.2,54
752,FALSE,0,26,1102,88,2,FALSE,17.1,71
753,TRUE,1,26,785,44,2,FALSE,18.5,43
754,TRUE,1,20,1064,76,1,FALSE,19.8,60
755,FALSE,0,32,949,36,3,FALSE,31.7,18
756,TRUE,1,23,1015,71,3,FALSE,26.3,41
757,TRUE,1,29,849,41,3,FALSE,29.8,30
758,TRUE,1,31,798,29,5,FALSE,23.3,63
759,FALSE,0,56,836,65,1,FALSE,29.9,45
760,FALSE,0,23,1126,71,2,FALSE,22.8,42
761,TRUE,1,23,921,54,3,FALSE,17.2,67
762,FALSE,0,49,745,47,2,FALSE,17.4,63
763,FALSE,0,43,744,26,3,FALSE,22.1,35
764,TRUE,1,28,920,58,3,FALSE,26.8,54
765,TRUE,1,45,710,54,3,FALSE,30.1,30
766,FALSE,0,30,976,57,2,FALSE,25.2,41
767,FALSE,0,43,954,56,2,FALSE,26.2,70
768,FALSE,0,31,1047,75,3,FALSE,23.1,68
769,FALSE,0,44,992,58,4,FALSE,31.1,63
770,TRUE,1,49,495,5,3,FALSE,21.6,40
771,TRUE,1,25,691,24,5,TRUE,17.1,21
772,FALSE,0,20,1119,61,4,FALSE,20.4,31
773,FALSE,0,44,928,44,3,FALSE,28.7,61
774,FALSE,0,44,717,22,4,FALSE,19.9,44
775,TRUE,1,25,771,49,1,FALSE,20.4,17
776,FALSE,0,80,383,6,2,FALSE,22.4,45
777,FALSE,0,71,558,13,2,FALSE,21.8,67
778,FALSE,0,42,903,44,3,FALSE,26.3,57
779,TRUE,1,29,685,26,3,FALSE,19.3,36
780,FALSE,0,50,598,25,4,FALSE,18,26
781,FALSE,0,42,876,64,2,FALSE,25.8,36
782,FALSE,0,43,960,47,4,FALSE,32.1,48
783,FALSE,0,26,1153,55,1,FALSE,28.2,60
784,FALSE,0,23,992,68,3,FALSE,17.8,20
785,TRUE,1,31,782,33,4,FALSE,21.8,62
786,TRUE,1,22,1046,70,3,FALSE,25.2,48
787,FALSE,0,41,851,41,2,FALSE,22.4,56
788,FALSE,0,36,845,61,1,FALSE,22.6,24
789,TRUE,1,51,432,13,2,FALSE,17.6,38
790,TRUE,1,53,644,28,5,TRUE,31.3,41
791,TRUE,1,37,689,44,5,TRUE,18.1,62
792,TRUE,1,16,1274,79,3,FALSE,25.2,62
793,FALSE,0,68,724,46,2,FALSE,30.3,54
794,FALSE,0,77,431,12,3,FALSE,17.9,70
795,FALSE,0,51,661,18,4,FALSE,20.9,40
796,FALSE,0,39,984,66,3,FALSE,26.3,62
797,FALSE,0,75,480,26,1,FALSE,21.9,47
798,FALSE,0,55,839,59,2,FALSE,31.4,38
799,FALSE,0,32,999,51,2,FALSE,24.7,61
800,FALSE,0,52,880,60,2,FALSE,26.6,67
801,FALSE,0,43,877,78,3,FALSE,20.3,60
802,FALSE,0,26,1016,70,2,FALSE,19.8,40
803,TRUE,1,27,915,52,1,FALSE,28.5,41
804,TRUE,1,29,895,55,1,FALSE,24.4,67
805,FALSE,0,43,774,38,2,FALSE,19.6,53
806,TRUE,1,25,938,57,6,FALSE,22.4,59
807,FALSE,0,28,974,52,3,FALSE,22.1,43
808,TRUE,1,22,1059,64,3,FALSE,23.6,65
809,FALSE,0,35,855,54,4,FALSE,21.1,36
810,FALSE,0,47,914,38,3,FALSE,30.8,56
811,FALSE,0,33,856,34,1,FALSE,22.3,36
812,TRUE,1,15,1078,47,4,FALSE,23.9,13
813,TRUE,1,24,795,54,2,FALSE,17.6,29
814,TRUE,1,11,1404,87,5,FALSE,22.8,50
815,TRUE,1,27,792,39,4,FALSE,16.7,60
816,FALSE,0,31,871,70,2,FALSE,20.2,23
817,FALSE,0,48,650,34,2,FALSE,18.6,30
818,FALSE,0,59,796,51,1,FALSE,25.4,72
819,FALSE,0,28,974,48,3,FALSE,23.4,42
820,FALSE,0,66,657,43,3,FALSE,24.7,55
821,TRUE,1,29,919,79,4,FALSE,28.6,40
822,TRUE,1,13,1293,86,2,FALSE,23.4,43
823,FALSE,0,56,760,39,3,FALSE,26.9,49
824,TRUE,1,22,972,70,7,FALSE,19.8,48
825,FALSE,0,34,881,47,4,FALSE,21.3,45
826,FALSE,0,15,1392,89,1,FALSE,22.3,41
827,FALSE,0,56,499,28,3,FALSE,18.4,5
828,TRUE,1,27,995,52,1,FALSE,26.5,74
829,FALSE,0,68,527,19,2,FALSE,16.1,73
830,FALSE,0,29,1021,56,4,FALSE,29,32
831,TRUE,1,26,870,48,1,FALSE,22.8,45
832,TRUE,1,16,1202,70,4,FALSE,21.4,67
833,TRUE,1,22,899,38,3,FALSE,16.4,62
834,FALSE,0,44,958,68,4,FALSE,26.7,65
835,FALSE,0,52,797,32,3,FALSE,31.1,33
836,FALSE,0,41,956,51,3,FALSE,23.4,84
837,TRUE,1,17,1203,61,4,FALSE,31.8,32
838,FALSE,0,74,633,37,3,FALSE,28.5,58
839,FALSE,0,47,768,16,2,FALSE,24.9,50
840,FALSE,0,51,767,39,1,FALSE,25.6,42
841,TRUE,1,51,664,47,6,TRUE,28.4,42
842,FALSE,0,49,723,45,4,FALSE,22.1,34
843,TRUE,1,21,1058,51,3,FALSE,21.7,70
844,FALSE,0,37,825,23,1,FALSE,21.5,49
845,FALSE,0,26,997,55,3,FALSE,18.8,51
846,FALSE,0,47,861,47,2,FALSE,27.4,51
847,TRUE,1,23,1034,67,5,FALSE,27.3,42
848,TRUE,1,16,1170,73,1,FALSE,25.1,32
849,TRUE,1,14,1311,96,2,FALSE,23.4,51
850,FALSE,0,53,754,51,1,FALSE,28.9,18
851,FALSE,0,28,1014,62,2,FALSE,26,28
852,TRUE,1,10,1292,67,4,FALSE,17.9,33
853,TRUE,1,45,643,28,7,TRUE,27.7,33
854,TRUE,1,12,1321,97,4,FALSE,18.7,49
855,FALSE,0,35,961,52,3,FALSE,22.1,70
856,FALSE,0,28,885,47,3,FALSE,20.2,26
857,TRUE,1,22,1051,64,6,FALSE,25.3,54
858,TRUE,1,24,943,66,1,FALSE,20.1,60
859,TRUE,1,26,828,59,1,FALSE,21.4,34
860,TRUE,1,20,1061,58,5,FALSE,23.8,47
861,FALSE,0,64,649,62,3,FALSE,19.3,59
862,FALSE,0,44,891,47,1,FALSE,28.8,44
863,FALSE,0,29,1042,77,3,FALSE,24.6,45
864,FALSE,0,56,857,49,3,FALSE,31.7,52
865,TRUE,1,17,1185,67,3,FALSE,27.2,47
866,FALSE,0,26,1069,83,2,FALSE,22.6,40
867,FALSE,0,25,1008,42,2,FALSE,20.1,46
868,TRUE,1,20,1002,50,1,FALSE,15.6,74
869,TRUE,1,20,1109,66,3,FALSE,24.1,60
870,TRUE,1,24,1003,72,3,FALSE,28.1,35
871,TRUE,1,15,1046,56,2,FALSE,17.1,30
872,FALSE,0,29,927,26,2,FALSE,23,43
873,TRUE,1,47,753,41,4,FALSE,28.7,66
874,FALSE,0,66,604,26,3,FALSE,23.5,52
875,FALSE,0,39,767,14,5,FALSE,22,38
876,FALSE,0,40,926,79,3,FALSE,21.3,60
877,TRUE,1,81,336,20,1,FALSE,29.2,46
878,FALSE,0,26,1036,52,4,FALSE,25.3,32
879,FALSE,0,23,1129,75,5,FALSE,20.4,54
880,TRUE,1,29,973,49,3,FALSE,30,69
881,TRUE,1,34,789,45,1,FALSE,25,54
882,FALSE,0,25,1177,73,5,FALSE,28,50
883,FALSE,0,25,1083,77,3,FALSE,22.1,38
884,FALSE,0,58,671,12,2,FALSE,24.2,56
885,FALSE,0,57,537,13,4,FALSE,18.3,33
886,TRUE,1,18,998,48,5,FALSE,21.1,24
